Iso8601Time,3579.feed_161522.tvoc_ch0
2023-10-25T04:59:21.080000-04:00,60
2023-10-25T04:59:22.080000-04:00,55
2023-10-25T04:59:23.080000-04:00,68
2023-10-25T04:59:24.080000-04:00,70
2023-10-25T04:59:25.080000-04:00,67
2023-10-25T04:59:26.080000-04:00,67
2023-10-25T04:59:27.080000-04:00,59
2023-10-25T04:59:28.081000-04:00,64
2023-10-25T04:59:29.081000-04:00,61
2023-10-25T04:59:30.081000-04:00,57
2023-10-25T04:59:31.080000-04:00,68
2023-10-25T04:59:32.080000-04:00,74
2023-10-25T04:59:33.080000-04:00,59
2023-10-25T04:59:34.080000-04:00,69
2023-10-25T04:59:35.080000-04:00,67
2023-10-25T04:59:36.081000-04:00,63
2023-10-25T04:59:37.081000-04:00,63
2023-10-25T04:59:38.080000-04:00,71
2023-10-25T04:59:39.080000-04:00,67
2023-10-25T04:59:40.080000-04:00,69
2023-10-25T04:59:41.080000-04:00,62
2023-10-25T04:59:42.080000-04:00,64
2023-10-25T04:59:43.080000-04:00,61
2023-10-25T04:59:44.081000-04:00,73
2023-10-25T04:59:45.080000-04:00,72
2023-10-25T04:59:46.080000-04:00,64
2023-10-25T04:59:47.081000-04:00,68
2023-10-25T04:59:48.080000-04:00,65
2023-10-25T04:59:49.080000-04:00,67
2023-10-25T04:59:50.081000-04:00,68
2023-10-25T04:59:51.080000-04:00,67
2023-10-25T04:59:52.080000-04:00,71
2023-10-25T04:59:53.080000-04:00,63
2023-10-25T04:59:54.080000-04:00,67
2023-10-25T04:59:55.080000-04:00,67
2023-10-25T04:59:56.080000-04:00,40
2023-10-25T04:59:57.081000-04:00,66
2023-10-25T04:59:58.080000-04:00,68
2023-10-25T04:59:59.081000-04:00,73
2023-10-25T05:00:00.080000-04:00,66
2023-10-25T05:00:01.080000-04:00,91
2023-10-25T05:00:02.081000-04:00,72
2023-10-25T05:00:03.080000-04:00,70
2023-10-25T05:00:04.080000-04:00,64
2023-10-25T05:00:05.082000-04:00,75
2023-10-25T05:00:06.083000-04:00,65
2023-10-25T05:00:07.081000-04:00,73
2023-10-25T05:00:08.080000-04:00,60
2023-10-25T05:00:09.080000-04:00,69
2023-10-25T05:00:10.083000-04:00,73
2023-10-25T05:00:11.080000-04:00,72
2023-10-25T05:00:12.080000-04:00,76
2023-10-25T05:00:13.080000-04:00,63
2023-10-25T05:00:14.080000-04:00,76
2023-10-25T05:00:15.080000-04:00,73
2023-10-25T05:00:16.080000-04:00,73
2023-10-25T05:00:17.081000-04:00,69
2023-10-25T05:00:18.080000-04:00,76
2023-10-25T05:00:19.080000-04:00,71
2023-10-25T05:00:20.080000-04:00,60
2023-10-25T05:00:21.080000-04:00,77
2023-10-25T05:00:22.081000-04:00,74
2023-10-25T05:00:23.080000-04:00,74
2023-10-25T05:00:24.082000-04:00,72
2023-10-25T05:00:25.081000-04:00,69
2023-10-25T05:00:26.080000-04:00,80
2023-10-25T05:00:27.080000-04:00,80
2023-10-25T05:00:28.080000-04:00,75
2023-10-25T05:00:29.080000-04:00,75
2023-10-25T05:00:30.080000-04:00,82
2023-10-25T05:00:31.081000-04:00,82
2023-10-25T05:00:32.080000-04:00,77
2023-10-25T05:00:33.080000-04:00,70
2023-10-25T05:00:34.081000-04:00,54
2023-10-25T05:00:35.081000-04:00,75
2023-10-25T05:00:36.080000-04:00,80
2023-10-25T05:00:37.080000-04:00,79
2023-10-25T05:00:38.080000-04:00,70
2023-10-25T05:00:39.080000-04:00,77
2023-10-25T05:00:40.081000-04:00,76
2023-10-25T05:00:41.080000-04:00,62
2023-10-25T05:00:42.081000-04:00,67
2023-10-25T05:00:43.080000-04:00,82
2023-10-25T05:00:44.080000-04:00,78
2023-10-25T05:00:45.081000-04:00,81
2023-10-25T05:00:46.080000-04:00,80
2023-10-25T05:00:47.080000-04:00,75
2023-10-25T05:00:48.081000-04:00,66
2023-10-25T05:00:49.080000-04:00,68
2023-10-25T05:00:50.080000-04:00,65
2023-10-25T05:00:51.080000-04:00,79
2023-10-25T05:00:52.080000-04:00,89
2023-10-25T05:00:53.080000-04:00,82
2023-10-25T05:00:54.080000-04:00,61
2023-10-25T05:00:55.081000-04:00,101
2023-10-25T05:00:56.083000-04:00,69
2023-10-25T05:00:57.084000-04:00,61
2023-10-25T05:00:58.080000-04:00,86
2023-10-25T05:00:59.080000-04:00,71
2023-10-25T05:01:00.081000-04:00,77
2023-10-25T05:01:01.080000-04:00,75
2023-10-25T05:01:02.081000-04:00,74
2023-10-25T05:01:03.080000-04:00,77
2023-10-25T05:01:04.080000-04:00,59
2023-10-25T05:01:05.081000-04:00,70
2023-10-25T05:01:06.080000-04:00,75
2023-10-25T05:01:07.080000-04:00,79
2023-10-25T05:01:08.080000-04:00,74
2023-10-25T05:01:09.080000-04:00,69
2023-10-25T05:01:10.083000-04:00,72
2023-10-25T05:01:11.080000-04:00,78
2023-10-25T05:01:12.080000-04:00,78
2023-10-25T05:01:13.080000-04:00,66
2023-10-25T05:01:14.083000-04:00,64
2023-10-25T05:01:15.080000-04:00,83
2023-10-25T05:01:16.080000-04:00,83
2023-10-25T05:01:17.080000-04:00,70
2023-10-25T05:01:18.080000-04:00,87
2023-10-25T05:01:19.081000-04:00,95
2023-10-25T05:01:20.080000-04:00,67
2023-10-25T05:01:21.081000-04:00,74
2023-10-25T05:01:22.081000-04:00,81
2023-10-25T05:01:23.080000-04:00,96
2023-10-25T05:01:24.081000-04:00,74
2023-10-25T05:01:25.080000-04:00,77
2023-10-25T05:01:26.080000-04:00,80
2023-10-25T05:01:27.081000-04:00,71
2023-10-25T05:01:28.080000-04:00,68
2023-10-25T05:01:29.080000-04:00,76
2023-10-25T05:01:30.080000-04:00,78
2023-10-25T05:01:31.081000-04:00,75
2023-10-25T05:01:32.081000-04:00,74
2023-10-25T05:01:33.080000-04:00,74
2023-10-25T05:01:34.080000-04:00,66
2023-10-25T05:01:35.524000-04:00,72
2023-10-25T05:01:36.524000-04:00,81
2023-10-25T05:01:37.086000-04:00,75
2023-10-25T05:01:38.081000-04:00,71
2023-10-25T05:01:39.083000-04:00,78
2023-10-25T05:01:40.080000-04:00,75
2023-10-25T05:01:41.080000-04:00,73
2023-10-25T05:01:42.080000-04:00,74
2023-10-25T05:01:43.081000-04:00,71
2023-10-25T05:01:44.080000-04:00,78
2023-10-25T05:01:45.080000-04:00,74
2023-10-25T05:01:46.080000-04:00,81
2023-10-25T05:01:47.080000-04:00,77
2023-10-25T05:01:48.080000-04:00,80
2023-10-25T05:01:49.080000-04:00,73
2023-10-25T05:01:50.080000-04:00,74
2023-10-25T05:01:51.081000-04:00,79
2023-10-25T05:01:52.080000-04:00,75
2023-10-25T05:01:53.080000-04:00,74
2023-10-25T05:01:54.080000-04:00,81
2023-10-25T05:01:55.080000-04:00,76
2023-10-25T05:01:56.082000-04:00,76
2023-10-25T05:01:57.080000-04:00,75
2023-10-25T05:01:58.080000-04:00,83
2023-10-25T05:01:59.080000-04:00,77
2023-10-25T05:02:00.083000-04:00,81
2023-10-25T05:02:01.081000-04:00,76
2023-10-25T05:02:02.080000-04:00,68
2023-10-25T05:02:03.081000-04:00,71
2023-10-25T05:02:04.080000-04:00,78
2023-10-25T05:02:05.080000-04:00,80
2023-10-25T05:02:06.084000-04:00,80
2023-10-25T05:02:07.080000-04:00,84
2023-10-25T05:02:08.080000-04:00,86
2023-10-25T05:02:09.080000-04:00,67
2023-10-25T05:02:10.080000-04:00,77
2023-10-25T05:02:11.081000-04:00,79
2023-10-25T05:02:12.080000-04:00,75
2023-10-25T05:02:13.080000-04:00,81
2023-10-25T05:02:14.080000-04:00,78
2023-10-25T05:02:15.081000-04:00,77
2023-10-25T05:02:16.080000-04:00,77
2023-10-25T05:02:17.080000-04:00,76
2023-10-25T05:02:18.080000-04:00,81
2023-10-25T05:02:19.081000-04:00,78
2023-10-25T05:02:20.080000-04:00,73
2023-10-25T05:02:21.080000-04:00,78
2023-10-25T05:02:22.080000-04:00,83
2023-10-25T05:02:23.081000-04:00,75
2023-10-25T05:02:24.080000-04:00,81
2023-10-25T05:02:25.083000-04:00,72
2023-10-25T05:02:26.083000-04:00,82
2023-10-25T05:02:27.080000-04:00,85
2023-10-25T05:02:28.080000-04:00,88
2023-10-25T05:02:29.084000-04:00,84
2023-10-25T05:02:30.080000-04:00,75
2023-10-25T05:02:31.081000-04:00,81
2023-10-25T05:02:32.080000-04:00,77
2023-10-25T05:02:33.080000-04:00,79
2023-10-25T05:02:34.080000-04:00,62
2023-10-25T05:02:35.080000-04:00,71
2023-10-25T05:02:36.083000-04:00,87
2023-10-25T05:02:37.081000-04:00,78
2023-10-25T05:02:38.081000-04:00,89
2023-10-25T05:02:39.082000-04:00,92
2023-10-25T05:02:40.080000-04:00,82
2023-10-25T05:02:41.080000-04:00,80
2023-10-25T05:02:42.081000-04:00,79
2023-10-25T05:02:43.080000-04:00,86
2023-10-25T05:02:44.080000-04:00,85
2023-10-25T05:02:45.081000-04:00,88
2023-10-25T05:02:46.082000-04:00,82
2023-10-25T05:02:47.080000-04:00,87
2023-10-25T05:02:48.080000-04:00,82
2023-10-25T05:02:49.080000-04:00,86
2023-10-25T05:02:50.080000-04:00,80
2023-10-25T05:02:51.081000-04:00,79
2023-10-25T05:02:52.080000-04:00,75
2023-10-25T05:02:53.081000-04:00,89
2023-10-25T05:02:54.080000-04:00,84
2023-10-25T05:02:55.080000-04:00,89
2023-10-25T05:02:56.080000-04:00,82
2023-10-25T05:02:57.080000-04:00,83
2023-10-25T05:02:58.080000-04:00,84
2023-10-25T05:02:59.080000-04:00,76
2023-10-25T05:03:00.080000-04:00,79
2023-10-25T05:03:01.081000-04:00,75
2023-10-25T05:03:02.080000-04:00,87
2023-10-25T05:03:03.080000-04:00,89
2023-10-25T05:03:04.083000-04:00,86
2023-10-25T05:03:05.080000-04:00,80
2023-10-25T05:03:06.081000-04:00,79
2023-10-25T05:03:07.080000-04:00,90
2023-10-25T05:03:08.081000-04:00,92
2023-10-25T05:03:09.080000-04:00,90
2023-10-25T05:03:10.080000-04:00,85
2023-10-25T05:03:11.080000-04:00,82
2023-10-25T05:03:12.080000-04:00,88
2023-10-25T05:03:13.080000-04:00,75
2023-10-25T05:03:14.080000-04:00,83
2023-10-25T05:03:15.080000-04:00,77
2023-10-25T05:03:16.081000-04:00,86
2023-10-25T05:03:17.080000-04:00,77
2023-10-25T05:03:18.080000-04:00,89
2023-10-25T05:03:19.080000-04:00,91
2023-10-25T05:03:20.081000-04:00,73
2023-10-25T05:03:21.083000-04:00,80
2023-10-25T05:03:22.080000-04:00,73
2023-10-25T05:03:23.081000-04:00,77
2023-10-25T05:03:24.080000-04:00,66
2023-10-25T05:03:25.080000-04:00,65
2023-10-25T05:03:26.081000-04:00,75
2023-10-25T05:03:27.080000-04:00,81
2023-10-25T05:03:28.080000-04:00,72
2023-10-25T05:03:29.080000-04:00,69
2023-10-25T05:03:30.080000-04:00,64
2023-10-25T05:03:31.080000-04:00,74
2023-10-25T05:03:32.080000-04:00,77
2023-10-25T05:03:33.080000-04:00,63
2023-10-25T05:03:34.080000-04:00,84
2023-10-25T05:03:35.081000-04:00,93
2023-10-25T05:03:36.081000-04:00,91
2023-10-25T05:03:37.080000-04:00,72
2023-10-25T05:03:38.081000-04:00,87
2023-10-25T05:03:39.080000-04:00,86
2023-10-25T05:03:40.080000-04:00,81
2023-10-25T05:03:41.081000-04:00,70
2023-10-25T05:03:42.080000-04:00,77
2023-10-25T05:03:43.080000-04:00,62
2023-10-25T05:03:44.081000-04:00,77
2023-10-25T05:03:45.080000-04:00,79
2023-10-25T05:03:46.080000-04:00,72
2023-10-25T05:03:47.080000-04:00,71
2023-10-25T05:03:48.080000-04:00,76
2023-10-25T05:03:49.081000-04:00,72
2023-10-25T05:03:50.080000-04:00,73
2023-10-25T05:03:51.083000-04:00,68
2023-10-25T05:03:52.080000-04:00,74
2023-10-25T05:03:53.081000-04:00,86
2023-10-25T05:03:54.080000-04:00,76
2023-10-25T05:03:55.080000-04:00,73
2023-10-25T05:03:56.080000-04:00,66
2023-10-25T05:03:57.080000-04:00,70
2023-10-25T05:03:58.081000-04:00,55
2023-10-25T05:03:59.080000-04:00,73
2023-10-25T05:04:00.080000-04:00,76
2023-10-25T05:04:01.080000-04:00,67
2023-10-25T05:04:02.080000-04:00,68
2023-10-25T05:04:03.080000-04:00,69
2023-10-25T05:04:04.081000-04:00,81
2023-10-25T05:04:05.080000-04:00,68
2023-10-25T05:04:06.080000-04:00,66
2023-10-25T05:04:07.081000-04:00,72
2023-10-25T05:04:08.081000-04:00,74
2023-10-25T05:04:09.080000-04:00,70
2023-10-25T05:04:10.080000-04:00,66
2023-10-25T05:04:11.081000-04:00,77
2023-10-25T05:04:12.080000-04:00,65
2023-10-25T05:04:13.080000-04:00,66
2023-10-25T05:04:14.081000-04:00,65
2023-10-25T05:04:15.080000-04:00,68
2023-10-25T05:04:16.080000-04:00,65
2023-10-25T05:04:17.080000-04:00,66
2023-10-25T05:04:18.080000-04:00,74
2023-10-25T05:04:19.081000-04:00,69
2023-10-25T05:04:20.080000-04:00,58
2023-10-25T05:04:21.080000-04:00,64
2023-10-25T05:04:22.081000-04:00,54
2023-10-25T05:04:23.081000-04:00,67
2023-10-25T05:04:24.081000-04:00,56
2023-10-25T05:04:25.081000-04:00,73
2023-10-25T05:04:26.081000-04:00,75
2023-10-25T05:04:27.083000-04:00,61
2023-10-25T05:04:28.081000-04:00,61
2023-10-25T05:04:29.080000-04:00,58
2023-10-25T05:04:30.080000-04:00,62
2023-10-25T05:04:31.081000-04:00,66
2023-10-25T05:04:32.080000-04:00,65
2023-10-25T05:04:33.080000-04:00,68
2023-10-25T05:04:34.081000-04:00,60
2023-10-25T05:04:35.080000-04:00,68
2023-10-25T05:04:36.080000-04:00,67
2023-10-25T05:04:37.080000-04:00,58
2023-10-25T05:04:38.081000-04:00,72
2023-10-25T05:04:39.080000-04:00,56
2023-10-25T05:04:40.080000-04:00,62
2023-10-25T05:04:41.081000-04:00,43
2023-10-25T05:04:42.081000-04:00,57
2023-10-25T05:04:43.080000-04:00,73
2023-10-25T05:04:44.080000-04:00,70
2023-10-25T05:04:45.080000-04:00,52
2023-10-25T05:04:46.082000-04:00,65
2023-10-25T05:04:47.080000-04:00,60
2023-10-25T05:04:48.081000-04:00,57
2023-10-25T05:04:49.080000-04:00,63
2023-10-25T05:04:50.087000-04:00,52
2023-10-25T05:04:51.080000-04:00,56
2023-10-25T05:04:52.080000-04:00,60
2023-10-25T05:04:53.081000-04:00,61
2023-10-25T05:04:54.080000-04:00,62
2023-10-25T05:04:55.080000-04:00,64
2023-10-25T05:04:56.081000-04:00,60
2023-10-25T05:04:57.082000-04:00,63
2023-10-25T05:04:58.080000-04:00,55
2023-10-25T05:04:59.080000-04:00,60
2023-10-25T05:05:00.080000-04:00,66
2023-10-25T05:05:01.080000-04:00,55
2023-10-25T05:05:02.081000-04:00,66
2023-10-25T05:05:03.080000-04:00,47
2023-10-25T05:05:04.080000-04:00,66
2023-10-25T05:05:05.081000-04:00,59
2023-10-25T05:05:06.080000-04:00,52
2023-10-25T05:05:07.080000-04:00,64
2023-10-25T05:05:08.081000-04:00,61
2023-10-25T05:05:09.080000-04:00,62
2023-10-25T05:05:10.080000-04:00,59
2023-10-25T05:05:11.081000-04:00,54
2023-10-25T05:05:12.081000-04:00,59
2023-10-25T05:05:13.080000-04:00,61
2023-10-25T05:05:14.080000-04:00,61
2023-10-25T05:05:15.084000-04:00,68
2023-10-25T05:05:16.080000-04:00,64
2023-10-25T05:05:17.080000-04:00,64
2023-10-25T05:05:18.080000-04:00,71
2023-10-25T05:05:19.081000-04:00,75
2023-10-25T05:05:20.082000-04:00,58
2023-10-25T05:05:21.080000-04:00,78
2023-10-25T05:05:22.081000-04:00,62
2023-10-25T05:05:23.081000-04:00,51
2023-10-25T05:05:24.080000-04:00,58
2023-10-25T05:05:25.080000-04:00,57
2023-10-25T05:05:26.082000-04:00,54
2023-10-25T05:05:27.080000-04:00,52
2023-10-25T05:05:28.080000-04:00,68
2023-10-25T05:05:29.080000-04:00,43
2023-10-25T05:05:30.080000-04:00,69
2023-10-25T05:05:31.080000-04:00,61
2023-10-25T05:05:32.081000-04:00,70
2023-10-25T05:05:33.080000-04:00,64
2023-10-25T05:05:34.527000-04:00,60
2023-10-25T05:05:35.527000-04:00,61
2023-10-25T05:05:36.083000-04:00,65
2023-10-25T05:05:37.082000-04:00,65
2023-10-25T05:05:38.080000-04:00,57
2023-10-25T05:05:39.080000-04:00,66
2023-10-25T05:05:40.080000-04:00,55
2023-10-25T05:05:41.081000-04:00,55
2023-10-25T05:05:42.080000-04:00,60
2023-10-25T05:05:43.081000-04:00,60
2023-10-25T05:05:44.080000-04:00,62
2023-10-25T05:05:45.081000-04:00,69
2023-10-25T05:05:46.081000-04:00,81
2023-10-25T05:05:47.080000-04:00,66
2023-10-25T05:05:48.080000-04:00,77
2023-10-25T05:05:49.081000-04:00,61
2023-10-25T05:05:50.080000-04:00,73
2023-10-25T05:05:51.080000-04:00,64
2023-10-25T05:05:52.080000-04:00,62
2023-10-25T05:05:53.080000-04:00,48
2023-10-25T05:05:54.080000-04:00,61
2023-10-25T05:05:55.080000-04:00,63
2023-10-25T05:05:56.080000-04:00,57
2023-10-25T05:05:57.080000-04:00,68
2023-10-25T05:05:58.080000-04:00,60
2023-10-25T05:05:59.080000-04:00,63
2023-10-25T05:06:00.080000-04:00,66
2023-10-25T05:06:01.081000-04:00,75
2023-10-25T05:06:02.080000-04:00,67
2023-10-25T05:06:03.080000-04:00,65
2023-10-25T05:06:04.081000-04:00,60
2023-10-25T05:06:05.080000-04:00,58
2023-10-25T05:06:06.080000-04:00,59
2023-10-25T05:06:07.080000-04:00,60
2023-10-25T05:06:08.080000-04:00,64
2023-10-25T05:06:09.080000-04:00,66
2023-10-25T05:06:10.081000-04:00,60
2023-10-25T05:06:11.080000-04:00,60
2023-10-25T05:06:12.080000-04:00,57
2023-10-25T05:06:13.080000-04:00,58
2023-10-25T05:06:14.080000-04:00,50
2023-10-25T05:06:15.080000-04:00,62
2023-10-25T05:06:16.081000-04:00,60
2023-10-25T05:06:17.080000-04:00,59
2023-10-25T05:06:18.083000-04:00,56
2023-10-25T05:06:19.080000-04:00,62
2023-10-25T05:06:20.080000-04:00,57
2023-10-25T05:06:21.080000-04:00,55
2023-10-25T05:06:22.080000-04:00,54
2023-10-25T05:06:23.080000-04:00,52
2023-10-25T05:06:24.080000-04:00,48
2023-10-25T05:06:25.081000-04:00,59
2023-10-25T05:06:26.081000-04:00,64
2023-10-25T05:06:27.082000-04:00,50
2023-10-25T05:06:28.080000-04:00,54
2023-10-25T05:06:29.080000-04:00,57
2023-10-25T05:06:30.083000-04:00,44
2023-10-25T05:06:31.081000-04:00,54
2023-10-25T05:06:32.080000-04:00,49
2023-10-25T05:06:33.080000-04:00,58
2023-10-25T05:06:34.086000-04:00,59
2023-10-25T05:06:35.080000-04:00,47
2023-10-25T05:06:36.082000-04:00,46
2023-10-25T05:06:37.080000-04:00,45
2023-10-25T05:06:38.081000-04:00,41
2023-10-25T05:06:39.080000-04:00,47
2023-10-25T05:06:40.081000-04:00,39
2023-10-25T05:06:41.080000-04:00,66
